ID;Name;RequestingArea;RevenueStream;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size
32018;Criação de Novo Site CTT Express;CTTE;Mail;Commercial;In Production;999;;;;
32017;Pagamento de Vales Nacionais e Internacionais - Finalização do pagamento apenas após procedimentos de RCTO concluídos;GP B2C;Retail & Financial Services;Commercial;Backlog;5;;;;
32016;Melhorias área cliente correio;GP B2B;Mail;Commercial;Backlog;19;;;;
32014;GPB2C | Inibição de Pagamentos a Entidades Coletivas Singulares no Nave e no STA;GP B2C;Retail & Financial Services;Commercial;In Definition;8;;;;
32011;MRP Armazém Central CTT;CL;Mail;Corporate;Backlog;4;;;;
32009;Migração recursos do tipo Azure Database for PostgreSQL Single Server -> Azure Database for PostgreSQL Flexible Server;SI;Mail;Technology;;999;;;;
32006;Automatização Revisão Alertas AML (Payshop);GPG;Payments;Commercial;Backlog;11;;;;
32005;Nexus | Data | Nexus Data;PC;eCommerce;Corporate;In Definition;8;;;;
32004;Amazon - Melhorias ao processo atual;GS;Mail;Commercial;In Definition;19;;;;
32003;P&F – Criar uma alternativa ao envio de email através de uma plataforma com infra na UE;GP B2B;Mail;Commercial;Descoped;999;;;;
32002;Envio automático de informação de horas de prestação de serviços registadas no DOL;SEO;Mail;Operations;Backlog;999;;;;
32000;Permitir que a api de criação de guias multiprodutos possa ser utilizada por clientes que não sejam preparadores;GP B2B;Mail;Commercial;Backlog;23;;;;
31999;SAP Success Factors - Release 11.2024 2H Major Upgrade;GRH;Mail;Corporate;Closed;999;;;;
31998;Apresentação Imagens BOL LCD LOJAS;GS;Retail & Financial Services;Commercial;Backlog;44;;;;
31997;PAY - Instrumento Cheques - Incremento I;CSI;Mail;Commercial;In Definition;2;;;;
31992;Projeto Sonae - Portal de Agendamento Logistico;SEO;Mail;Operations;Backlog;999;;;;
31986;Integração automática Trabalho suplementar no DOL;SEO;Mail;Operations;Backlog;999;;;;
31984;IOP | FortiGate - upgrade concentrador VPN;SI;Mail;Technology;Descoped;999;;;;
31983;Banco CTT - Alteração Processo Faturação;BCTT;Mail;Technology;Backlog;4;;;;
31982;El corte Inglês - Objetos Back;GS;Mail;Commercial;In Production;999;;;;
31981;PAY - Instrumento Transferências - Alteração Requisitos - Fev;CSI;Mail;Commercial;In Definition;1;;;;
31979;IOP | ClearPass - alargar cobertura da solução de Network Access Control;SI;Mail;Technology;Backlog;50;;;;
31978;IOP | Segregação da Rede Privada;SI;Mail;Technology;Backlog;81;;;;
31977;INT | IBM Sterling File Gateway - implementar balanceamento;SI;Mail;Technology;In Solution;7;;;;
31976;IOP | CheckPoint - upgrade firewalls perimétricas para versão R81.20;SI;Mail;Technology;Descoped;999;;;;
31974;IOP | FortiSIEM - atualização tecnológica com apoio de especialista da Fortinet;SI;Mail;Technology;Descoped;999;;;;
31969;Descontinuação do Doxenter - Wave 1;SI-PRD;Mail;Technology;In Rollout/Warranty;999;;;1;
31966;GPB2C | Prosegur | Indicadores EPM;GP B2C;Mail;Commercial;Descoped;999;;;;
31965;GPECL/DIS - Notificações Sábado e Domingo // alteração do processo de indicação da data de entrega;GP ECL;eCommerce;Commercial;Backlog;22;;;;
31963;Taxa Efetividade - Serviço Especial Ponto de Entrega;SEO;Mail;Operations;Backlog;999;;;;
31961;Evolução tecnológica do PIAO;SI-PRD;Business Solutions;Technology;Backlog;14;;;;
31951;IOP | Obsolescência WAVE 2 - Matar/Upgrade Oracle DB, IBM DB2 para ultimas versões suportadas (mínimo n-1);SI;Mail;Technology;Backlog;71;;;;
31950;IOP | Obsolescência WAVE 1 - Matar/Upgrade SQL Server anterior a 2019;SI;Mail;Technology;Backlog;73;;;;
31948;IOP | Obsolescência WAVE 1 - Windows 7 (evoluir para windows 11);SI;Mail;Technology;Backlog;80;;;;
31947;IOP | Obsolescência Infraestrutura WAVE 0 - Converter LDAP em LDAPS (ENABLERS);SI;Mail;Technology;Backlog;72;;;;
31945;Obsolescência WAVE 0 - Converter LDAP em LDAPS (BCTT);BCTT;Mail;Technology;Backlog;11;;;;
31933;Conformidade com acessibilidade Digital no site CTT;DNI;Mail;Commercial;In Production;999;;;;
31928;Analytics | Implementação da DL no GA para os aplicativos que não estão em falta;DNI;Mail;Commercial;Backlog;12;;;;
31927;Analytics | Evolução das implementações DL p/ GA4 feitas nos aplicativos web/mobile 1ª e 2ª Fase;DNI;Mail;Commercial;Backlog;11;;;;
31923;Iberian - Incremento Visão de tratamento por KG's, Restantes Kpi's;PC;eCommerce;Corporate;Backlog;12;;;;
31922;PRODUTOS COM LEITURA OBRIGATORIA DE CODIGO DE IDENTIFICAÇÂO;CL;Mail;Corporate;Backlog;2;;;;
31919;Report automatizado para Crédito Pessoal;BCTT;Mail;Technology;Backlog;8;;;;
31917;VoC TT | OTP Melhorias;EDO;Mail;Operations;Backlog;999;;;;
31916;Renovação servidores PRISMA - PEF;SEO;Mail;Operations;Backlog;999;;;;
31914;VoC TT - Informação do código OTP no Track & Trace Interno;EDO;Mail;Operations;Backlog;999;;;;
31913;Nova plataforma para criar e gerir campanhas de publicidade;GP B2B;Mail;Commercial;Backlog;20;;;;
31912;Processos IT: Gestão de Alterações e Gestão de Acessos - Wave 1;SI;Mail;Technology;Closed;999;;;;
31909;SSM - validação dos dados registados em NAVe, previamente à sua conclusão;CSI;Mail;Commercial;Backlog;6;;;;
31907;Validação de acesso ao PN2G através do NAVe (Fidelidade);GP B2C;Mail;Commercial;Descoped;999;;;;
31906;UPDATE | SOLUÇÃO TRANSFORMAÇÃO | RELATÓRIO SERIAL NUMBER EXPEDIÇÃO;GS;Mail;Commercial;Backlog;45;;;;
31905;Consulta de Objetos e Downlad dos POD'S;CSI;Mail;Commercial;Backlog;14;;;;
31903;Simulador de tabelas;CSI;Mail;Commercial;Backlog;10;;;;
31902;Simulador para agrupagem;CSI;Mail;Commercial;Backlog;9;;;;
31901;Motor de Pesquisa de Varios objetos no S&V;CSI;Mail;Commercial;Backlog;16;;;;
31900;Motor de Pesquisa de Varios objetos no T&T;CSI;Mail;Commercial;Backlog;15;;;;
31899;Motor de Pesquisa de Varios objetos no SGC;CSI;Mail;Commercial;Backlog;11;;;;
31898;IOP | CrushFTP - migração de CentOS para Ubuntu;SI;Mail;Technology;Backlog;24;;;;
31897;PAY - Instrumento Transferências - Alteração de requisitos definidos pelo BdP - março;CSI;Mail;Commercial;In Definition;3;;;;
31896;Banco CTT - Gestão de Acessos em SAP4Hana;BCTT;Mail;Technology;Backlog;12;;;;
31889;BCTT Sincronização Robin & O365;BCTT;Mail;Technology;Backlog;14;;;;
31888;Faturas PDF | Processo Certificação, SECF e Plafons Combustivel;CF;Mail;Corporate;In Production;999;;;;
31882;PBI CTT - Indicadores QoS Operações Expresso e CTT | Novos filtros Origem-Destino;SEO;Mail;Operations;Backlog;999;;;;
31879;Planeamento e Controlo Diário - Conciliação Modelo A;CSI;Mail;Commercial;Backlog;21;;;;
31878;BITS eshops;DNI;Mail;Commercial;Backlog;10;;;;
31876;Criação de repositório de informação para Lojas;CSI;Mail;Commercial;Backlog;999;;;;
31875;CLIENTE EXTERNO - Melhorias ao processo P&F do cliente EDP;GP B2B;Mail;Commercial;In Definition;999;;;;
31871;NAVE - Afetação da receita do Serviço Especial de Registo (SER) ao código respetivo;GP B2B;Mail;Commercial;Backlog;999;;;;
31870;Geração de ficheiro excel com dados NEV;GPG;Payments;Commercial;Backlog;1;;;;
31868;Galaxy - Jornada de Envios;CSI;Mail;Commercial;In Production;999;;;;
31867;Aforro Digital | Conversão para Web;DNI;Mail;Commercial;Descoped;999;;;;
31866;Criar Lojas Online | Integração Portal de Logística;DNI;Mail;Commercial;Descoped;999;;;;
31863;Workforce Analytics - Incremento Integração Indicadores Espanha;PC;Mail;Corporate;Backlog;13;;;;
31862;OTP - Incremento - Melhorias OTP;EDO;Mail;Operations;Backlog;999;;;;
31859;Eliminação de Notificações Mailmanager - Alertas às Lojas;CSI;Mail;Commercial;Backlog;999;;;;
31851;GPECL/DIS - Pack Expresso | Incremento ao Produto;GP ECL;eCommerce;Commercial;Backlog;20;;;;
31847;NAVe - Devolução e Cedência de Material - Correio de Serviço;CSI;Mail;Commercial;Backlog;999;;;;
31845;VoC TT | ITMATT Problema na Introdução de Caracteres Especiais Formulário ctt.pt;GP B2B;Mail;Commercial;Backlog;999;;;;
31844;Incusão de informação da “Faturação prevista” e “Tráfego previsto nos Relatorios;GS;Mail;Commercial;Backlog;46;;;;
31843;BFT - Faturas com 4 casas decimais;CSI;Mail;Commercial;Backlog;23;;;;
31842;Kiosks Envios - Incremento 4 | Alargar a oferta a Correio Registado Nacional e Expresso Internacional (a definir);GS;Mail;Commercial;Backlog;62;;;;
31841;Eliminação de impressão automática de duplicado do Modelo A;CSI;Mail;Commercial;Backlog;999;;;;
31837;Aplicação OPL6 compromete a segurança do ecossistema CTT,;GS;Mail;Commercial;Backlog;47;;;;
31835;APT | IBM ODM | configurar HTTPS;SI;Mail;Technology;Backlog;65;;;;
31833;Transportes - Inclusão de informação do número de AT no TT para efeitos do regime de bens em circulação;SEO;Mail;Operations;Backlog;999;;;;
31832;Solução de Gestão de Despesas de colaborador;CF;Mail;Corporate;In Production;999;;;;
31831;Nova Oferta produtos Untracked e Tracked Simples - melhoria de informação site TT 2023 07 24;GP ECL;eCommerce;Commercial;Backlog;24;;;;
31830;Kiosk de Envios Self-service: Instalação/Configurações de Cabo de Rede;GS;Mail;Commercial;Backlog;57;;;;
31828;Internacional | DeMinimis | PA e Alfandega - Adicionar o campo Descritivo ao ficheiro resultante da videocodificação no Alfândega;SEO;Mail;Operations;Backlog;999;;;;
31827;GPB2C | Subsidio Social de Mobilidade - Recomendações de Auditoria (Nº 21001/23);GP B2C;Retail & Financial Services;Commercial;Backlog;10;;;;
31825;Relatorio SAP Hana - Clientes com Fatura Eletronica;GS;eCommerce;Commercial;Backlog;63;;;;
31824;Relatorio SAP Hana - Dados de Clientes Objetos à Cobrança;GS;eCommerce;Commercial;Backlog;64;;;;
31822;Payshop - Evolutivas SAP;GPG;Mail;Commercial;Closed;999;;;;
31818;Internacional | PA e MICS | Otimizar a receção de objetos no Portal Aduaneiro e a Fotoimagem na MICS;SEO;Mail;Operations;Backlog;999;;;;
31816;Onboarding POP - retificação de interface de criação de entidade;GPG;Payments;Commercial;Backlog;9;;;;
31813;LO | Melhorias incrementais;DNI;Mail;Commercial;Descoped;999;;;;
31811;Migração | Odisseias | Clientes Externos;SEO;Mail;Operations;Backlog;999;;;;
31807;Modelo de Analise de Variação de Negocio (Efeitos Trafego e Preço);PC;eCommerce;Corporate;Backlog;11;;;;
31806;ED | Devoluções | Solução de Oferta Integrada e Universal de Devoluções B2B;ECM;Mail;Commercial;In Definition;999;;;;
31804;Aviso de Receção (AR) Digital;GP B2B;Mail;Commercial;In Development;999;;;;
31802;IOP | Citrix - novo modelo de gestão de perfis;SI;Mail;Technology;Descoped;999;;;;
31799;SD: Possibilitar a invocação do Servidor de Decisões através do código de objeto ES;EDO;Mail;Operations;Backlog;999;;;;
31797;CTT Sol. Empresariais - GSB2B/BFT_Melhorias ao Processo de Faturação;CSI;Mail;Commercial;In Definition;5;;;;
31796;SEO - TCO | Disponibilização da informação de dados do tratamento Expresso e Correio;SEO;Mail;Operations;Backlog;999;;;;
31795;SELO DIGITAL;GP B2B;Mail;Commercial;Backlog;5;;;;
31791;BPM - Processo de Regularização de Movimentos Manual;GS;Mail;Commercial;Backlog;48;;;;
31790;Reforço de cobertura de rede em COs e CDPs;SEO;Mail;Operations;Backlog;999;;;;
31788;Disponibilização de prefixos para correio registado com pré-aviso (indisponibilidade prevista para breve);GP B2B;Mail;Commercial;Backlog;22;;;;
31787;STICO Alterar estado Notificação para Terminada – Tipo de Envio Envio CRS;GP B2B;Mail;Commercial;Backlog;999;;;;
31783;Adiantamentos para D+1 a PCTT encerrados em D;CSI;Mail;Commercial;Backlog;22;;;;
31779;GPECL/DIS - CTT Now melhorias aplicação;GP ECL;eCommerce;Commercial;Backlog;25;;;;
31778;Simulador Correio Editorial - Jornais e Publicações Periódicas (JPP) e Livros;GP B2B;Mail;Commercial;Backlog;29;;;;
31777;Criar campo no SGEE para o Serviço Especial Valor Declarado;GP B2B;Mail;Commercial;Backlog;999;;;;
31776;Loja Online | Migração Shopkit;DNI;Mail;Commercial;Descoped;999;;;;
31775;SGPC - Deixar de enviar notas de Contabilidade dos Prestadores de Serviço por Correio;SEO;Mail;Operations;Backlog;999;;;;
31773;GS B2C - Reorganização dos Backoffices;CSI;Mail;Commercial;Backlog;999;;;;
31772;GPECL/INT - Interconnect | Disponibilizar Easy Return Solution Premium (ERS) - Authorising Party;GP ECL;eCommerce;Commercial;Backlog;4;;;;
31769;Kiosks Envios - Incremento 4 | Alargar oferta (correio registado nacional);GS;Mail;Commercial;Backlog;61;;;;
31768;Kiosks Envios - Incremento 2 | Simplificar jornada do cliente;GS;Mail;Commercial;Backlog;59;;;;
31767;Kiosks Envios - Incremento 1 | Associação de moradas guardadas no kiosk (via QR code App);GS;Mail;Commercial;Backlog;58;;;;
31763;Novo Ecosistema de APIs Shipping - API para consulta de trace monetizada;ECM;Mail;Commercial;Backlog;999;;;;
31761;Informação mensal das não conformidades enviadas do Dol para SGPC (sistema de Gestão de Postos de Correio);SEO;Mail;Operations;Backlog;999;;;;
31760;Acesso SGEE Apoio ao Cliente;GS;Mail;Commercial;Backlog;65;;;;
31758;Rastreabilidade - divisão direta para contentor;EM;Mail;Operations;Backlog;999;;;;
31757;Assegurar a Distribuição por Shapes;SEO;Mail;Operations;Backlog;999;;;;
31756;Novos Canais | Assegurar a liquidação automática das faturas de campanhas Outbound;GS;Retail & Financial Services;Commercial;Backlog;49;;;;
31755;Impressoras Termicas (Clientes Externos) - certificação de varios modelos e handover para EM;CSI;Mail;Commercial;Backlog;25;;;;
31754;IQL - Captura automática de informação;ACR;Mail;Corporate;Closed;999;;;;
31753;GPECL/DIS - CTT Now Visibilidade sobre pedidos Programados;GP ECL;eCommerce;Commercial;Backlog;26;;;;
31749;SEO - TCO | Base de dados para armazenamento de informação proveniente de várias fontes;SEO;eCommerce;Operations;Backlog;11;;;;
31741;Workforce Analytics - Integração Espanha;PC;eCommerce;Corporate;Backlog;10;;;;
31739;FIL | Segmentação de Clientes - atribuição de descontos PED-2021-00346;EM;Mail;Operations;Backlog;2;;;;
31736;GS B2C - Evolução do sistema de Gestão da informação Geográfica da Rede;GS;Mail;Commercial;In Definition;50;;;;
31724;Auditoria 2.0 - Criação de Data Lake para implementação de Auditoria Contínua e Auditoria à Distancia - Entrega R3;ACR;Mail;Corporate;In Development;999;;;;
31719;POP - Melhorias a OnBoarding de clientes;GPG;Payments;Commercial;Backlog;8;;;;
31718;Aplicação de OCR/VCS às Imagens da Linha Tratamento Manual (Alfandega);EM;Mail;Operations;Closed;999;;;;
31715;Melhoria nos Rótulos de Expedição do CNE;SEO;Mail;Operations;Backlog;999;;;;
31714;Paperless - Desmaterialização das Guias de Transporte CTT;SEO;Mail;Operations;Backlog;999;;;;
31713;Paperless - Desmaterialização das Listas de Picking CTT;SEO;Mail;Operations;Backlog;999;;;;
31712;Kiosks Envios - Incremento 3 | Embalagem - obtenção de informação de produto;GS;Mail;Commercial;Backlog;60;;;;
31711;ACQ/COQ | QoS - Alteração à regra do evento EFF;SEO;Mail;Operations;Backlog;999;;;;
31709;Lockers e Pontos de Entrega - Release 3;ECM;Mail;Commercial;Backlog;999;;;;
31708;e-SIGN: Nova solução de assinatura digital CTT;TF;Mail;Corporate;High Level Design;1;;;;
31705;STIAR | MPE – Gestão de Pagamentos dos Autos Rodoviários das Forças Policiais (GNR e PSP);GP B2B;Mail;Commercial;Backlog;999;;;;
31704;Pagamento Custas Processuais Habilitação de Herdeiros - DP;CSI;Mail;Commercial;Backlog;999;;;;
31701;Lockers | Criação ou utilização de APN privada no âmbito da integração dos Lockers na rede CTT via operador GSM;ECM;Mail;Commercial;Backlog;999;;;;
31697;ECL/PSC - Identificação de giros de distribuição (green delivery);GP ECL;eCommerce;Commercial;Backlog;27;;;;
31695;BANCO CTT | Novo design site banco;BCTT;Mail;Technology;Backlog;9;;;;
31694;GCP: adaptação aos códigos de barras EDP;GPG;Mail;Commercial;In Definition;999;;;;
31691;SD - Colocar no PDA a Indicação sobre a fonte de decisão do Objeto;EDO;Mail;Operations;Backlog;999;;;;
31686;SD - Divisão de Objetos Outbound com base no país de destino;EDO;Mail;Operations;Backlog;999;;;;
31685;Analytics | Tags Google Analytics G3/4 - Measurement Protocol;DNI;Mail;Commercial;Backlog;9;;;;
31684;SEO - TCO | Disponibilização da Informação IPS;SEO;Mail;Operations;Backlog;999;;;;
31683;APP - modelo de registo de dados trafego CDPs;SEO;Mail;Operations;Backlog;999;;;;
31680;LO | Lifting ao backoffice da LO;DNI;Mail;Commercial;Descoped;999;;;;
31678;Serviço Conveniência - Impressão A4 (complemento ao Serviço de Fotocopias);GP B2C;Retail & Financial Services;Commercial;Backlog;13;;;;
31676;GP B2C- Fidelidade - Acesso serviços via MuleSoft;GP B2C;Mail;Commercial;Descoped;999;;;;
31675;ECL/GPR - Peso Default por Produto Expresso e Carga;GP ECL;eCommerce;Commercial;Backlog;28;;;;
31672;GS B2C - Disponibilização de informação do Data Analytics sobre Sessões NAVe;GS;Mail;Commercial;Backlog;51;;;;
31671;"Criar formulário de registo ""Uma árvore pela floresta""";DNI;Mail;Commercial;Descoped;999;;;;
31669;Gestão de Stocks PCTT;CSI;Mail;Commercial;Backlog;999;;;;
31663;Aplicação Correio Empresarial nos BCE - pedido alteração a API de dados;SEO;Mail;Operations;Backlog;999;;;;
31662;WebService GEO Subscrição, Relatórios e Alertas;GP B2B;Business Solutions;Commercial;Backlog;25;;;;
31661;MPC | Integração Sprinklr no CRM | Melhorar Integração de mensagens;AVC;Mail;Corporate;In Definition;9;;;;
31659;Designações eventos t&t - envio da designação externa do serviço;DNI;Mail;Commercial;Descoped;999;;;;
31658;B2C - Vendas Expresso por colaborador - CORVENDAS;GS;eCommerce;Commercial;Backlog;52;;;;
31657;GS B2C - Disponibilização de dados de vendas Filatelia dos canais FIL e DTI;GS;Mail;Commercial;Backlog;53;;;;
31656;B2C NAVe | Devolução Objetos Avisados com Prazo Expirado (GS B2C/OPB);CSI;Mail;Commercial;Backlog;999;;;;
31655;Criação Portal Parceiro;CSI;Mail;Commercial;Backlog;7;;;;
31653;B2C - Dados Vendas Dona Oferta - via Data Analytics;GS;Mail;Commercial;Backlog;54;;;;
31651;Atualização Catálogo Produtos e Otimização de Guias de Remessa (Operações de Filatelia);CSI;Mail;Commercial;Backlog;20;;;;
31650;Controlo de Faturas Anuladas, Vinhetas Anuladas e Notas de Crédito Emitidas - PCTT, Lojas Nucleares e Satélites;CSI;Mail;Commercial;Backlog;999;;;;
31649;Reformular o serviço Alterar Entrega de Correio (SIGA);GP B2B;Mail;Commercial;Backlog;26;;;;
31648;ITMATT – Implementar melhorias nos envios internacionais;GP B2B;Mail;Commercial;Backlog;999;;;;
31647;PED-2022-00115_PRIO#6_Atualização do país de destino na ficha do objeto;GP B2B;Mail;Commercial;Backlog;999;;;;
31646;PED-2019-00062_PRIO#34_Dinamização do negócio da exportação;GP B2B;Mail;Commercial;Backlog;27;;;;
31642;Supressão do Serviço Especial de Cobrança no Correio Registado para o âmbito Internacional;GP B2B;Mail;Commercial;Backlog;999;;;;
31640;GPECL/INT - Eventos DHL não integrados no T&T CTT;GP ECL;eCommerce;Commercial;Backlog;23;;;;
31639;De Minimis | Dashboard: Tempo de processamento de objetos em Famões;SEO;Mail;Operations;Backlog;999;;;;
31638;Desenvolvimentos NAVe - Aceitação campanhas DM inferiores a 100obj;GP B2B;Mail;Commercial;Backlog;30;;;;
31633;B2C NAVe | GP B2C-Validação da data de Voo com a AT - Subsidio de Mobilidade;GP B2C;Retail & Financial Services;Commercial;Backlog;9;;;;
31631;Dona Oferta – Dados de recibo/fatura automáticos;GS;Mail;Commercial;Backlog;37;;;;
31630;GP B2C-Automatização da faturação APIN;GP B2C;Retail & Financial Services;Commercial;Backlog;7;;;;
31629;B2C - FIL-Alargamento dos meios de pagamento aceites;EM;Mail;Operations;Backlog;1;;;;
31627;Pedido de exceção para os BCE ao PED HD-2021-000681;SEO;Mail;Operations;Backlog;999;;;;
31625;Analítica Edifícios - Atribuição de CO e relatório MAF;PC;Mail;Corporate;Closed;999;;;;
31621;Gestão de ativos em contexto de manutenção;EM;Mail;Operations;Backlog;999;;;;
31620;Serviços Reexpedição e Retenção - Implementar melhorias;GP B2B;Mail;Commercial;Backlog;28;;;;
31619;Alteração SGFE – PRIMA TD 200;GS;Mail;Commercial;Backlog;56;;;;
31618;Melhorias de funcionamento nos Tablets das Lojas;GS;Mail;Commercial;Backlog;55;;;;
31617;Fecho administrativo automático – Evento EFF;SEO;Mail;Operations;Backlog;999;;;;
31614;Criação de uma Torre de Controlo;SEO;Mail;Operations;Backlog;999;;;;
25003;Initiative 201026: Teleponto | RUC em lojas CTT;GRH;Mail;Corporate;Closed;999;;;;
